Year,Alpha3,Country,Fitch,Moody,S&P
2021,JAM,Jamaica,14.117072368610296,15.0,14.0
2022,JAM,Jamaica,13.323502997736547,14.5,13.5
2023,JAM,Jamaica,12.5299336268628,14.0,13.0
2024,JAM,Jamaica,12.489859201353266,14.15370782435228,13.0
2006,JOR,Jordan,13.0,13.875,13.479873261119842
2007,JOR,Jordan,13.0,13.875,13.479873261119842
2008,JOR,Jordan,13.0,13.875,13.479873261119842
2009,JOR,Jordan,13.0,13.875,13.479873261119842
2010,JOR,Jordan,13.0,13.875,13.479873261119842
2011,JOR,Jordan,13.0,13.875,13.479873261119842
2012,JOR,Jordan,13.0,13.875,13.479873261119842
2013,JOR,Jordan,13.0,14.0,13.0
2014,JOR,Jordan,13.0,14.0,13.25
2015,JOR,Jordan,13.0,14.0,13.5
2016,JOR,Jordan,13.0,14.0,13.517557517530154
2017,JOR,Jordan,13.0,14.0,14.0
2018,JOR,Jordan,13.0,14.0,13.857142857142858
2019,JOR,Jordan,13.0,14.0,13.714285714285714
2020,JOR,Jordan,13.0,14.0,13.517557517530154
2021,JOR,Jordan,13.0,14.0,13.517557517530154
2022,JOR,Jordan,13.0,14.0,13.517557517530154
2023,JOR,Jordan,13.0,13.5,13.366820491888904
2024,JOR,Jordan,13.0,13.0,13.0
2006,JPN,Japan,4.701186637716038,4.633333333333337,4.5596206994546
2007,JPN,Japan,4.701186637716038,4.633333333333337,4.5596206994546
2008,JPN,Japan,4.701186637716038,4.633333333333337,4.5596206994546
2009,JPN,Japan,-0.187184312666897,3.0,3.185308940705817
2010,JPN,Japan,1.3092557741850204,3.5,3.606016621955444
2011,JPN,Japan,3.0,4.0,4.0
2012,JPN,Japan,3.0,4.333333333333333,4.25
2013,JPN,Japan,5.0,4.666666666666667,4.5
2014,JPN,Japan,5.0,5.0,4.716009607958997
2015,JPN,Japan,6.0,5.0,5.0
2016,JPN,Japan,6.0,5.0,4.906511264817144
2017,JPN,Japan,6.0,5.0,4.906511264817144
2018,JPN,Japan,6.0,5.0,4.906511264817144
2019,JPN,Japan,6.0,5.0,4.906511264817144
2020,JPN,Japan,6.0,5.0,4.906511264817144
2021,JPN,Japan,5.798576034740769,5.0,4.868139665704323
2022,JPN,Japan,5.798576034740769,5.0,4.868139665704323
2023,JPN,Japan,5.798576034740769,5.0,4.868139665704323
2024,JPN,Japan,4.701186637716038,4.633333333333337,4.5596206994546
2006,KAZ,Kazakhstan,9.0,9.0,9.39879532332312
2007,KAZ,Kazakhstan,9.0,9.0,9.39879532332312
2008,KAZ,Kazakhstan,10.0,9.0,10.051019895529109
2009,KAZ,Kazakhstan,10.0,8.838214917583842,9.921970167082687
2010,KAZ,Kazakhstan,10.0,7.862012915143524,9.0
2011,KAZ,Kazakhstan,9.0,7.501988916406818,8.0
2012,KAZ,Kazakhstan,8.0,8.482893356499135,8.25
2013,KAZ,Kazakhstan,8.0,9.0,8.5
2014,KAZ,Kazakhstan,8.0,9.0,8.746570751117131
2015,KAZ,Kazakhstan,8.0,9.0,9.0
2016,KAZ,Kazakhstan,9.0,9.0,10.0
2017,KAZ,Kazakhstan,9.0,10.0,10.0
2018,KAZ,Kazakhstan,9.0,10.0,10.0
2019,KAZ,Kazakhstan,9.0,10.0,10.19645680433944
2020,KAZ,Kazakhstan,9.0,9.5,9.79762606383128
2021,KAZ,Kazakhstan,8.952741343746762,9.0,9.367972066465322
2022,KAZ,Kazakhstan,9.756091724597582,9.0,10.0
2023,KAZ,Kazakhstan,9.756091724597582,9.0,10.0
2024,KAZ,Kazakhstan,9.012240787465007,8.0,8.609117584674628
2006,KEN,Kenya,,,
2007,KEN,Kenya,,,14.0
2008,KEN,Kenya,,,14.0
2009,KEN,Kenya,,,14.0
2010,KEN,Kenya,,,14.0
2011,KEN,Kenya,,,14.0
2012,KEN,Kenya,,,14.0
2013,KEN,Kenya,,,14.0
2014,KEN,Kenya,,,14.0
2015,KEN,Kenya,,,14.0
2016,KEN,Kenya,,,14.0
2017,KEN,Kenya,,,14.0
2018,KEN,Kenya,,,14.0
2019,KEN,Kenya,,,14.0
2020,KEN,Kenya,,,14.333333333333334
2021,KEN,Kenya,,,14.666666666666666
2022,KEN,Kenya,,,15.0
2023,KEN,Kenya,,,
2024,KEN,Kenya,,,
2006,KHM,Cambodia,,15.0,14.4375
2007,KHM,Cambodia,,15.0,14.0
2008,KHM,Cambodia,,15.0,14.25
2009,KHM,Cambodia,,15.0,14.5
2010,KHM,Cambodia,,15.0,14.4375
2011,KHM,Cambodia,,15.0,15.0
2012,KHM,Cambodia,,15.0,14.4375
2013,KHM,Cambodia,,15.0,14.4375
2014,KHM,Cambodia,,15.0,14.4375
2015,KHM,Cambodia,,15.0,14.4375
2016,KHM,Cambodia,,15.0,14.4375
2017,KHM,Cambodia,,15.0,14.4375
2018,KHM,Cambodia,,15.0,14.4375
2019,KHM,Cambodia,,15.0,14.4375
2020,KHM,Cambodia,,15.0,14.4375
2021,KHM,Cambodia,,15.0,14.4375
2022,KHM,Cambodia,,15.0,14.4375
2023,KHM,Cambodia,,15.0,14.4375
2024,KHM,Cambodia,,15.0,14.4375
2006,KOR,South Korea,4.32924138359504,3.9166666666666665,4.230874013972983
2007,KOR,South Korea,5.276428243153595,6.0,12.264938619638484
2008,KOR,South Korea,5.0,5.666666666666667,10.892645432584327
2009,KOR,South Korea,5.0,5.333333333333333,9.71258586599316
2010,KOR,South Korea,5.0,5.0,8.532526299401994
2011,KOR,South Korea,5.0,4.5,6.762436949515248
2012,KOR,South Korea,5.0,4.0,5.0
2013,KOR,South Korea,4.0,4.0,4.666666666666667
2014,KOR,South Korea,4.0,4.0,4.333333333333333
2015,KOR,South Korea,4.0,4.0,4.0
2016,KOR,South Korea,4.0,3.6666666666666665,3.0
2017,KOR,South Korea,4.0,3.333333333333333,1.9368088585583347
2018,KOR,South Korea,4.0,3.0,0.7567492919671697
2019,KOR,South Korea,4.0,3.0,0.7567492919671697
2020,KOR,South Korea,4.0,3.0,0.7567492919671697
2021,KOR,South Korea,3.912479165389272,3.0,0.6958855874801593
2022,KOR,South Korea,3.912479165389272,3.0,0.6958855874801593
2023,KOR,South Korea,3.912479165389272,3.0,0.6958855874801593
2024,KOR,South Korea,3.912479165389272,3.0,0.6958855874801593
2006,KWT,Kuwait,3.4999988300315272,4.0,4.330679651200521
2007,KWT,Kuwait,2.999998169272636,3.0,3.4470850669312045
2008,KWT,Kuwait,3.0,3.0,3.4470857140102584
2009,KWT,Kuwait,3.0,3.0,3.4470857140102584
2010,KWT,Kuwait,3.0,3.0,3.4470857140102584
2011,KWT,Kuwait,3.0,3.0,3.0
2012,KWT,Kuwait,3.0,3.0000263264165854,3.111111111111111
2013,KWT,Kuwait,3.0,3.000024598448695,3.2222222222222223
2014,KWT,Kuwait,3.0,3.0,3.4470857140102584
2015,KWT,Kuwait,3.0,3.0,3.4470857140102584
2016,KWT,Kuwait,3.0,3.0,3.4470857140102584
2017,KWT,Kuwait,3.0,3.0,3.4470857140102584
2018,KWT,Kuwait,3.0,3.0,3.4470857140102584
2019,KWT,Kuwait,3.0,3.0,3.4470857140102584
2020,KWT,Kuwait,3.0,3.0,4.0
2021,KWT,Kuwait,3.5,4.0,5.0
2022,KWT,Kuwait,4.0,5.0,5.0
2023,KWT,Kuwait,3.999999490790419,5.0,5.214274235469837
2024,KWT,Kuwait,3.999999490790419,5.0,5.214274235469837
2006,LBN,Lebanon,16.0,15.543595373881333,16.571209079009307
2007,LBN,Lebanon,15.75,15.29775432820962,16.391064793033756
2008,LBN,Lebanon,15.5,15.051913282537909,16.210920507058212
2009,LBN,Lebanon,14.726479984771636,15.0,15.0
2010,LBN,Lebanon,15.0,14.0,15.25
2011,LBN,Lebanon,15.0,14.0,15.5
2012,LBN,Lebanon,15.0,14.0,15.669804957061308
2013,LBN,Lebanon,15.0,14.0,16.0
2014,LBN,Lebanon,15.0,15.0,16.333333333333332
2015,LBN,Lebanon,15.0,15.0,16.666666666666668
2016,LBN,Lebanon,16.0,15.0,16.395751678058346
2017,LBN,Lebanon,16.0,16.0,16.718523742320357
2018,LBN,Lebanon,16.0,16.5,16.879909774451363
2019,LBN,Lebanon,18.0,17.0,18.0
2020,LBN,Lebanon,21.0,20.0,20.0
2021,LBN,Lebanon,20.64721079956401,20.33333333333333,19.990840306345284
2022,LBN,Lebanon,20.96760799303908,20.666666666666668,20.2276070229308
2023,LBN,Lebanon,21.288005186514148,21.0,20.46437373951631
2024,LBN,Lebanon,16.77107244243828,16.29962572136828,17.126111422210286
2006,LKA,Sri Lanka,13.0,14.175798627209478,12.67458691159734
2007,LKA,Sri Lanka,13.5,17.870210382483197,6.0
2008,LKA,Sri Lanka,14.0,17.030285559731936,8.666666666666666
2009,LKA,Sri Lanka,14.0,15.73661903860948,11.333333333333332
2010,LKA,Sri Lanka,14.0,14.0,14.0
2011,LKA,Sri Lanka,13.0,14.0,14.125
2012,LKA,Sri Lanka,13.0,14.0,14.25
2013,LKA,Sri Lanka,13.0,14.0,12.968692241213848
2014,LKA,Sri Lanka,13.0,14.0,12.968692241213848
2015,LKA,Sri Lanka,13.0,14.0,12.968692241213848
2016,LKA,Sri Lanka,14.0,14.0,14.570126943037264
2017,LKA,Sri Lanka,14.0,14.0,14.570126943037264
2018,LKA,Sri Lanka,14.0,14.0,15.0
2019,LKA,Sri Lanka,15.0,14.5,15.5
2020,LKA,Sri Lanka,16.0,15.0,16.0
2021,LKA,Sri Lanka,20.0,17.0,17.0
2022,LKA,Sri Lanka,21.0,20.0,18.0
2023,LKA,Sri Lanka,19.79662646807078,20.0,13.8152427788291
2024,LKA,Sri Lanka,19.79662646807078,20.0,13.8152427788291
2006,LTU,Lithuania,6.0,6.0,5.375419390157046
2007,LTU,Lithuania,6.0,6.333333333333333,5.2162169390545134
2008,LTU,Lithuania,7.0,6.666666666666667,6.325715961140447
2009,LTU,Lithuania,9.0,7.0,9.0
2010,LTU,Lithuania,9.0,7.2,8.6
2011,LTU,Lithuania,9.0,7.4,8.2
2012,LTU,Lithuania,9.0,7.524432439218323,8.453443667131136
2013,LTU,Lithuania,9.0,7.524432439218323,8.453443667131136
2014,LTU,Lithuania,8.0,8.0,7.0
2015,LTU,Lithuania,7.0,7.0,6.75
2016,LTU,Lithuania,7.0,7.0,6.5
2017,LTU,Lithuania,7.0,7.0,6.166513510037915
2018,LTU,Lithuania,7.0,7.0,6.0
2019,LTU,Lithuania,7.0,7.0,5.5
2020,LTU,Lithuania,6.0,6.5,5.0
2021,LTU,Lithuania,5.723536971714932,6.0,5.0
2022,LTU,Lithuania,5.723536971714932,6.0,5.0
2023,LTU,Lithuania,6.082396359961495,6.0,5.5
2024,LTU,Lithuania,6.441255748208059,6.0,6.0
2006,LUX,Luxembourg,1.0,1.0,
2007,LUX,Luxembourg,1.0,1.0,
2008,LUX,Luxembourg,1.0,1.0,
2009,LUX,Luxembourg,1.0,1.0,
2010,LUX,Luxembourg,1.0,1.0,
2011,LUX,Luxembourg,1.0,1.0,
2012,LUX,Luxembourg,1.0,1.0,
2013,LUX,Luxembourg,1.0,1.0,
2014,LUX,Luxembourg,1.0,1.0,
2015,LUX,Luxembourg,1.0,1.0,
2016,LUX,Luxembourg,1.0,1.0,
2017,LUX,Luxembourg,1.0,1.0,
2018,LUX,Luxembourg,1.0,1.0,
2019,LUX,Luxembourg,1.0,1.0,
2020,LUX,Luxembourg,1.0,1.0,
2021,LUX,Luxembourg,1.0,1.0,
2022,LUX,Luxembourg,1.0,1.0,
2023,LUX,Luxembourg,1.0,1.0,
2024,LUX,Luxembourg,1.0,1.0,
2006,LVA,Latvia,7.930718857014915,7.445775204036997,7.123209970482475
2007,LVA,Latvia,7.0,7.136549937094771,5.86132098589228
2008,LVA,Latvia,8.0,7.0,7.323850110245599
2009,LVA,Latvia,11.0,8.0,11.390166515268753
2010,LVA,Latvia,11.0,8.25,11.0
2011,LVA,Latvia,10.0,8.5,10.5
2012,LVA,Latvia,10.0,8.13740373557118,10.0
2013,LVA,Latvia,9.0,9.0,8.0
2014,LVA,Latvia,8.0,8.0,7.0
2015,LVA,Latvia,7.0,7.0,6.75
2016,LVA,Latvia,7.0,7.0,6.5
2017,LVA,Latvia,7.0,7.0,5.892441857277942
2018,LVA,Latvia,7.0,7.0,6.0
2019,LVA,Latvia,7.0,7.0,5.5
2020,LVA,Latvia,7.0,7.0,5.0
2021,LVA,Latvia,6.452840782827296,7.0,5.0
2022,LVA,Latvia,6.452840782827296,7.0,5.0
2023,LVA,Latvia,6.766699547813725,7.0,5.5
2024,LVA,Latvia,7.080558312800156,7.0,6.0
2006,MAR,Morocco,10.0,11.0,10.610389610389612
2007,MAR,Morocco,10.0,11.0,10.610389610389612
2008,MAR,Morocco,10.0,11.0,10.610389610389612
2009,MAR,Morocco,10.0,11.0,10.610389610389612
2010,MAR,Morocco,10.0,11.0,10.0
2011,MAR,Morocco,10.0,11.0,10.090909090909092
2012,MAR,Morocco,10.0,11.0,10.181818181818182
2013,MAR,Morocco,10.0,11.0,10.610389610389612
2014,MAR,Morocco,10.0,11.0,10.610389610389612
2015,MAR,Morocco,10.0,11.0,10.610389610389612
2016,MAR,Morocco,10.0,11.0,10.610389610389612
2017,MAR,Morocco,10.0,11.0,10.610389610389612
2018,MAR,Morocco,10.0,11.0,10.610389610389612
2019,MAR,Morocco,10.0,11.0,10.610389610389612
2020,MAR,Morocco,10.0,11.0,10.610389610389612
2021,MAR,Morocco,10.0,11.0,11.0
2022,MAR,Morocco,10.0,11.0,11.0
2023,MAR,Morocco,10.0,11.0,11.0
2024,MAR,Morocco,10.0,11.0,11.0
2006,MDA,Moldova,,16.0,16.0
2007,MDA,Moldova,,16.0,16.0
2008,MDA,Moldova,,16.0,16.0
2009,MDA,Moldova,,16.0,16.0
2010,MDA,Moldova,,16.0,16.0
2011,MDA,Moldova,,16.0,16.0
2012,MDA,Moldova,,16.0,16.0
2013,MDA,Moldova,,16.0,16.0
2014,MDA,Moldova,,16.0,16.0
2015,MDA,Moldova,,16.0,16.0
2016,MDA,Moldova,,16.0,16.0
2017,MDA,Moldova,,16.0,16.0
2018,MDA,Moldova,,16.0,16.0
2019,MDA,Moldova,,16.0,16.0
2020,MDA,Moldova,,16.0,16.0
2021,MDA,Moldova,,16.0,16.0
2022,MDA,Moldova,,16.0,16.0
2023,MDA,Moldova,,16.0,16.0
2024,MDA,Moldova,,16.0,16.0
2006,MEX,Mexico,9.039834846264744,7.559239884664381,8.597742953643092
2007,MEX,Mexico,9.0,7.46581031055775,8.633111367580245
2008,MEX,Mexico,8.0,6.935809298562607,8.25717792657269
2009,MEX,Mexico,9.0,6.946437902011384,9.0
2010,MEX,Mexico,9.0,7.300516621567958,8.75
2011,MEX,Mexico,9.0,7.654595341124532,8.5
2012,MEX,Mexico,9.0,7.46581031055775,8.633111367580245
2013,MEX,Mexico,8.0,7.297338139576961,8.0
2014,MEX,Mexico,8.0,7.0,8.142857142857142
2015,MEX,Mexico,8.0,7.0,8.285714285714286
2016,MEX,Mexico,8.0,7.0,8.212491445698557
2017,MEX,Mexico,8.0,7.0,8.212491445698557
2018,MEX,Mexico,8.0,7.0,8.212491445698557
2019,MEX,Mexico,9.0,7.0,8.957386115598293
2020,MEX,Mexico,10.0,8.0,9.0
2021,MEX,Mexico,9.993751048652712,8.0,9.0
2022,MEX,Mexico,10.920891448287533,9.0,9.0
2023,MEX,Mexico,10.901192367912689,9.0,8.9812703112886
2024,MEX,Mexico,10.901192367912689,9.0,8.9812703112886
2006,MLT,Malta,5.269224181745463,6.277777777777778,7.400275962986749
2007,MLT,Malta,5.0,6.0,7.400500574053215
2008,MLT,Malta,5.0,5.0,7.400500574053215
2009,MLT,Malta,5.0,5.333333333333333,7.400500574053215
2010,MLT,Malta,5.091774439474535,5.666666666666667,7.400424007547966
2011,MLT,Malta,5.0,6.0,7.400500574053215
2012,MLT,Malta,5.0,7.0,7.0
2013,MLT,Malta,5.0,7.0,8.0
2014,MLT,Malta,6.0,7.0,7.666666666666667
2015,MLT,Malta,6.0,7.0,7.333333333333333
2016,MLT,Malta,6.0,7.0,7.0
2017,MLT,Malta,6.0,7.0,7.399666283964524
2018,MLT,Malta,5.0,7.0,7.400500574053215
2019,MLT,Malta,5.0,6.0,7.400500574053215
2020,MLT,Malta,5.0,6.0,7.400500574053215
2021,MLT,Malta,5.18856520798595,6.0,7.40034325596912
2022,MLT,Malta,5.18856520798595,6.0,7.40034325596912
2023,MLT,Malta,5.18856520798595,6.0,7.40034325596912
2024,MLT,Malta,5.18856520798595,6.0,7.40034325596912
2006,MNE,Montenegro,,13.425636137801872,14.000820705167724
2007,MNE,Montenegro,,13.425636137801872,14.000820705167724
2008,MNE,Montenegro,,12.0,12.146157491204848
2009,MNE,Montenegro,,13.0,13.447094781432703
2010,MNE,Montenegro,,13.0,12.0
2011,MNE,Montenegro,,13.0,12.5
2012,MNE,Montenegro,,13.015435587481806,13.0
2013,MNE,Montenegro,,13.220378755149994,13.5
2014,MNE,Montenegro,,13.0,14.0
2015,MNE,Montenegro,,13.5,14.142857142857142
2016,MNE,Montenegro,,14.0,14.285714285714286
2017,MNE,Montenegro,,14.0,14.748032071660562
2018,MNE,Montenegro,,14.0,14.748032071660562
2019,MNE,Montenegro,,14.0,14.748032071660562
2020,MNE,Montenegro,,14.0,14.748032071660562
2021,MNE,Montenegro,,14.0,15.0
2022,MNE,Montenegro,,14.0,15.0
2023,MNE,Montenegro,,13.5,15.0
2024,MNE,Montenegro,,13.0,15.0
2006,MNG,Mongolia,14.689529776160558,14.938208901627306,14.33982030117481
2007,MNG,Mongolia,14.0,13.696071282550456,13.0
2008,MNG,Mongolia,14.0,13.752700652925142,13.142857142857142
2009,MNG,Mongolia,15.0,14.0,13.285714285714286
2010,MNG,Mongolia,14.0,14.0,13.699044704874876
2011,MNG,Mongolia,14.0,14.0,13.699044704874876
2012,MNG,Mongolia,14.0,13.969494146907966,13.685932299354707
2013,MNG,Mongolia,14.0,13.969494146907966,13.685932299354707
2014,MNG,Mongolia,14.0,14.0,14.0
2015,MNG,Mongolia,15.0,14.5,15.0
2016,MNG,Mongolia,15.0,15.0,16.0
2017,MNG,Mongolia,16.0,17.0,15.5
2018,MNG,Mongolia,15.0,16.0,15.0
2019,MNG,Mongolia,15.0,16.0,14.833333333333334
2020,MNG,Mongolia,15.150104646860436,16.0,14.666666666666666
2021,MNG,Mongolia,15.202051851134248,16.0,14.97274666137201
2022,MNG,Mongolia,15.202051851134248,16.0,14.97274666137201
2023,MNG,Mongolia,15.202051851134248,16.0,14.97274666137201
2024,MNG,Mongolia,14.65527577062689,15.0,14.0
2006,MOZ,Mozambique,15.793221501326467,16.61531944482194,16.34078482333746
2007,MOZ,Mozambique,11.180132050877456,15.437398140332624,14.0
2008,MOZ,Mozambique,11.462066489728446,15.509392013804836,14.142857142857142
2009,MOZ,Mozambique,11.744000928579442,15.581385887277047,14.285714285714286
2010,MOZ,Mozambique,15.793221501326467,16.61531944482194,16.34078482333746
2011,MOZ,Mozambique,15.0,16.408467537868223,16.116053678063693
2012,MOZ,Mozambique,15.0,16.408467537868223,16.116053678063693
2013,MOZ,Mozambique,4.0,14.0,12.998615806029846
2014,MOZ,Mozambique,14.0,14.5,15.0
2015,MOZ,Mozambique,14.0,15.0,16.0
2016,MOZ,Mozambique,15.0,16.0,20.0
2017,MOZ,Mozambique,22.0,17.0,19.0
2018,MOZ,Mozambique,22.0,18.0,18.0
2019,MOZ,Mozambique,22.0,19.0,17.0
2020,MOZ,Mozambique,20.33333333333333,18.666666666666668,17.62521942240059
2021,MOZ,Mozambique,18.666666666666668,18.33333333333333,17.152813170900142
2022,MOZ,Mozambique,17.0,18.0,16.680406919399694
2023,MOZ,Mozambique,19.30534455203816,18.0,17.334823069970295
2024,MOZ,Mozambique,15.793221501326467,16.61531944482194,16.34078482333746
2006,MUS,Mauritius,,8.5875,10.0
2007,MUS,Mauritius,,9.0,10.0
2008,MUS,Mauritius,,8.8,10.0
2009,MUS,Mauritius,,8.6,10.0
2010,MUS,Mauritius,,8.5875,10.0
2011,MUS,Mauritius,,8.5875,10.0
2012,MUS,Mauritius,,8.0,10.0
2013,MUS,Mauritius,,8.0,10.0
2014,MUS,Mauritius,,8.0,10.0
2015,MUS,Mauritius,,8.0,10.0
2016,MUS,Mauritius,,8.0,10.0
2017,MUS,Mauritius,,8.0,10.0
2018,MUS,Mauritius,,8.0,10.0
2019,MUS,Mauritius,,8.0,10.0
2020,MUS,Mauritius,,8.0,10.0
2021,MUS,Mauritius,,9.0,10.0
2022,MUS,Mauritius,,10.0,10.0
2023,MUS,Mauritius,,10.0,10.0
2024,MUS,Mauritius,,10.0,10.0
2006,MYS,Malaysia,7.0,7.0,7.0
2007,MYS,Malaysia,7.0,7.0,7.0
2008,MYS,Malaysia,7.0,7.0,7.0
2009,MYS,Malaysia,7.0,7.0,7.0
2010,MYS,Malaysia,7.0,7.0,7.0
2011,MYS,Malaysia,7.0,7.0,7.0
2012,MYS,Malaysia,7.0,7.0,7.0
2013,MYS,Malaysia,7.0,7.0,7.0
2014,MYS,Malaysia,7.0,7.0,7.0
2015,MYS,Malaysia,7.0,7.0,7.0
2016,MYS,Malaysia,7.0,7.0,7.0
2017,MYS,Malaysia,7.0,7.0,7.0
2018,MYS,Malaysia,7.0,7.0,7.0
2019,MYS,Malaysia,7.0,7.0,7.0
2020,MYS,Malaysia,7.0,7.0,7.0
2021,MYS,Malaysia,7.0,7.0,7.0
2022,MYS,Malaysia,7.0,7.0,7.0
2023,MYS,Malaysia,7.0,7.0,7.0
2024,MYS,Malaysia,7.0,7.0,7.0
2006,NAM,Namibia,,12.400250263779128,14.961307131866796
2007,NAM,Namibia,,12.400250263779128,14.961307131866796
2008,NAM,Namibia,,12.400250263779128,14.961307131866796
2009,NAM,Namibia,,12.400250263779128,14.961307131866796
2010,NAM,Namibia,,12.407551197710044,10.0
2011,NAM,Namibia,,12.401664899009427,14.0
2012,NAM,Namibia,,12.401664899009427,14.0
2013,NAM,Namibia,,12.401664899009427,14.0
2014,NAM,Namibia,,12.400193324334277,15.0
2015,NAM,Namibia,,12.400193324334277,15.0
2016,NAM,Namibia,,10.0,15.0
2017,NAM,Namibia,,11.0,15.0
2018,NAM,Namibia,,11.6,15.0
2019,NAM,Namibia,,12.2,18.0
2020,NAM,Namibia,,12.392835450958504,20.0
2021,NAM,Namibia,,12.397985962321544,16.5
2022,NAM,Namibia,,14.0,13.0
2023,NAM,Namibia,,14.0,14.95980348900098
2024,NAM,Namibia,,14.0,14.95980348900098
2006,NGA,Nigeria,,,13.0
2007,NGA,Nigeria,,,13.0
2008,NGA,Nigeria,,,13.0
2009,NGA,Nigeria,,,13.0
2010,NGA,Nigeria,,,13.0
2011,NGA,Nigeria,,,13.0
2012,NGA,Nigeria,,,13.0
2013,NGA,Nigeria,,,13.0
2014,NGA,Nigeria,,,13.0
2015,NGA,Nigeria,,,13.0
2016,NGA,Nigeria,,,14.0
2017,NGA,Nigeria,,,14.0
2018,NGA,Nigeria,,,14.0
2019,NGA,Nigeria,,,14.0
2020,NGA,Nigeria,,,15.0
2021,NGA,Nigeria,,,15.5
2022,NGA,Nigeria,,,16.0
2023,NGA,Nigeria,,,
2024,NGA,Nigeria,,,
2006,NIC,Nicaragua,14.6,15.533333333333331,15.0
2007,NIC,Nicaragua,14.6,15.533333333333331,15.0
2008,NIC,Nicaragua,14.6,15.533333333333331,15.0
2009,NIC,Nicaragua,14.6,15.533333333333331,15.0
2010,NIC,Nicaragua,14.6,16.0,15.0
2011,NIC,Nicaragua,14.6,16.0,15.0
2012,NIC,Nicaragua,14.6,16.0,15.0
2013,NIC,Nicaragua,14.6,16.0,15.0
2014,NIC,Nicaragua,14.6,15.5,15.0
2015,NIC,Nicaragua,14.0,15.0,15.0
2016,NIC,Nicaragua,14.0,15.0,15.0
2017,NIC,Nicaragua,14.0,15.0,15.0
2018,NIC,Nicaragua,15.0,15.0,15.0
2019,NIC,Nicaragua,16.0,15.0,15.0
2020,NIC,Nicaragua,14.6,16.0,15.0
2021,NIC,Nicaragua,14.6,16.0,15.0
2022,NIC,Nicaragua,14.6,16.0,15.0
2023,NIC,Nicaragua,14.6,15.5,15.0
2024,NIC,Nicaragua,14.6,15.0,15.0
2006,NLD,Netherlands,1.0,1.0,1.5
2007,NLD,Netherlands,1.0,1.0,1.5
2008,NLD,Netherlands,1.0,1.0,1.5
2009,NLD,Netherlands,1.0,1.0,1.5
2010,NLD,Netherlands,1.0,1.0,1.5
2011,NLD,Netherlands,1.0,1.0,1.5
2012,NLD,Netherlands,1.0,1.0,1.5
2013,NLD,Netherlands,1.0,1.0,2.0
2014,NLD,Netherlands,1.0,1.0,1.5
2015,NLD,Netherlands,1.0,1.0,1.0
2016,NLD,Netherlands,1.0,1.0,1.5
2017,NLD,Netherlands,1.0,1.0,1.5
2018,NLD,Netherlands,1.0,1.0,1.5
2019,NLD,Netherlands,1.0,1.0,1.5
2020,NLD,Netherlands,1.0,1.0,1.5
2021,NLD,Netherlands,1.0,1.0,1.5
2022,NLD,Netherlands,1.0,1.0,1.5
2023,NLD,Netherlands,1.0,1.0,1.5
2024,NLD,Netherlands,1.0,1.0,1.5
2006,NOR,Norway,1.0,1.0,
2007,NOR,Norway,1.0,1.0,
2008,NOR,Norway,1.0,1.0,
2009,NOR,Norway,1.0,1.0,
2010,NOR,Norway,1.0,1.0,
2011,NOR,Norway,1.0,1.0,
2012,NOR,Norway,1.0,1.0,
2013,NOR,Norway,1.0,1.0,
2014,NOR,Norway,1.0,1.0,
2015,NOR,Norway,1.0,1.0,
2016,NOR,Norway,1.0,1.0,
2017,NOR,Norway,1.0,1.0,
2018,NOR,Norway,1.0,1.0,
2019,NOR,Norway,1.0,1.0,
2020,NOR,Norway,1.0,1.0,
2021,NOR,Norway,1.0,1.0,
2022,NOR,Norway,1.0,1.0,
2023,NOR,Norway,1.0,1.0,
2024,NOR,Norway,1.0,1.0,
2006,NZL,New Zealand,2.7857142857142856,1.0,2.5160495633657574
2007,NZL,New Zealand,2.7857142857142856,1.0,2.5160495633657574
2008,NZL,New Zealand,2.7857142857142856,1.0,2.5160495633657574
2009,NZL,New Zealand,2.0,1.0,1.117285720984429
2010,NZL,New Zealand,2.5,1.0,2.007408166136184
2011,NZL,New Zealand,3.0,1.0,3.0
2012,NZL,New Zealand,3.0,1.0,2.9
2013,NZL,New Zealand,3.0,1.0,2.8
2014,NZL,New Zealand,3.0,1.0,2.897530611287938
2015,NZL,New Zealand,3.0,1.0,2.897530611287938
2016,NZL,New Zealand,3.0,1.0,2.897530611287938
2017,NZL,New Zealand,3.0,1.0,2.897530611287938
2018,NZL,New Zealand,3.0,1.0,2.897530611287938
2019,NZL,New Zealand,3.0,1.0,2.897530611287938
2020,NZL,New Zealand,3.0,1.0,2.897530611287938
2021,NZL,New Zealand,2.5,1.0,2.0
2022,NZL,New Zealand,2.0,1.0,1.117285720984429
2023,NZL,New Zealand,2.7857142857142856,1.0,2.5160495633657574
2024,NZL,New Zealand,2.7857142857142856,1.0,2.5160495633657574
2006,OMN,Oman,7.440620246591845,7.0,8.248004690380268
2007,OMN,Oman,6.303597451986613,6.0,6.0
2008,OMN,Oman,6.142437623058123,5.666666666666667,6.125
2009,OMN,Oman,5.981277794129631,5.333333333333333,6.25
2010,OMN,Oman,5.83743238545298,5.0,6.444491654169482
2011,OMN,Oman,5.83743238545298,5.0,6.444491654169482
2012,OMN,Oman,5.83743238545298,5.0,6.444491654169482
2013,OMN,Oman,8.525129682068139,8.352941176470592,9.468028214875805
2014,OMN,Oman,8.525129682068139,8.352941176470592,9.468028214875805
2015,OMN,Oman,5.975841883227429,5.0,7.0
